order_id,erp_party_id,first_name,last_name,email_address,phone_number,status,quote_amount,sentiment_flag,last_updated
7afb0864-d6a1-4d30-8905-9db85c74ebff,ERP-9W1Q5UZN,David,Davis,david_davis@icloud.com,+19042052746,Pending Callback,1172.32,Frustrated,2025-10-11 20:53:07.191248+00:00
cd10bc46-782d-408d-aadc-e9b19b6293ec,ERP-U7EEQTUL,Ashley,Johnson,ashley_johnson79@globallogisticsinc.com,+17616563607,Pending Callback,2305.34,Positive,2025-06-08 20:30:43.191258+00:00
a1d17849-57cc-490a-a0e1-caf1cf054460,ERP-1SWJCKJL,Kevin,Rodriguez,kevinrodriguez@yahoo.com,+14365923503,Delayed,414.72,Neutral,2025-12-23 12:33:48.191267+00:00
b6903bb8-61d4-44f5-ae3b-e7823e4a6657,ERP-OHP6VZ41,Andrew,Anderson,andrew_anderson@outlook.com,+15059717389,Pending Callback,2737.28,Frustrated,2025-09-30 22:16:46.191276+00:00
d1ea749e-0a46-4d6c-a2f8-84a792ca2bf1,ERP-HHPBMYOF,Joshua,Lewis,joshua_lewis@hotmail.com,+18067771444,In Transit,3249.47,Positive,2025-05-29 08:57:41.191285+00:00
b51458af-e06e-4a0d-94ee-09f5bcd717f2,ERP-BNHL1N13,Ashley,Garcia,ashley_garcia11@gmail.com,+19677521853,Delivered,1198.69,Positive,2025-07-01 14:58:54.191294+00:00
4fa0afa3-65b9-445a-a3e8-a6fafd03b486,ERP-18HAFEYU,Carol,Johnson,carol.johnson60@globallogisticsinc.com,+15773712876,Delayed,4827.13,Positive,2025-09-18 06:52:08.191303+00:00
c395a5f8-329d-4bb0-af62-5fd94aba77a4,ERP-LY8OZCYW,Maria,Robinson,maria.robinson90@globallogisticsinc.com,+19008142983,In Transit,1801.3,Neutral,2025-08-17 02:46:33.191312+00:00
9738e842-9cd2-4ece-90a4-ec5369ced9c4,ERP-SM43D8W3,Betty,Williams,bettywilliams20@yahoo.com,+19517345425,Pending Callback,2377.88,Frustrated,2025-09-12 22:20:16.191322+00:00
b646b431-c49c-49e5-a04e-8c137825879a,ERP-43D5IQVN,Karen,Hernandez,karen.hernandez64@yahoo.com,+16994176813,Delivered,1767.66,Frustrated,2025-08-01 17:05:43.191330+00:00
27f970fe-8bbb-47c7-81a4-0ecc253e0b75,ERP-A8DZR1YX,Karen,Moore,karen_moore@gmail.com,+15014267625,Delayed,1600.41,Frustrated,2025-12-08 17:04:54.191339+00:00
3fa511a7-31ed-4663-9681-3839ae9d2af3,ERP-TP0LZJJE,Paul,Moore,paul.moore@icloud.com,+17489804033,Delayed,1160.28,Neutral,2026-01-13 15:26:18.191349+00:00
347a589c-b900-496f-986e-59b0a7a12ebb,ERP-9SKDGIGA,Timothy,Jackson,timothyjackson17@gmail.com,+12557665786,Delayed,3225.56,Neutral,2026-03-22 04:24:55.191358+00:00
fa21bf52-0a78-40c1-ac8c-c03a9264e206,ERP-KRM8J5EC,James,Jackson,james_jackson@yahoo.com,+13527765978,In Transit,4970.2,Positive,2025-09-26 06:59:02.191367+00:00
bbf78a40-e739-4159-8e12-701d81d9e82a,ERP-V2ISQP49,Ronald,Wilson,ronald_wilson@protonmail.com,+19573014404,Delayed,1396.77,Positive,2026-03-01 00:43:24.191376+00:00
6526ad69-4cc5-42a8-843a-e5b88949aa75,ERP-TFOYQBKK,Jessica,Garcia,jessica_garcia@outlook.com,+18408034241,Pending Callback,662.4,Positive,2025-08-22 12:12:30.191385+00:00
08adca28-c72a-4d64-b7d3-b0107127e58d,ERP-JFC2V37P,Patricia,Robinson,patricia_robinson89@icloud.com,+16124789199,Pending Callback,2245.02,Frustrated,2026-04-15 13:04:20.191394+00:00
9e39b013-8a50-4a85-9fd4-69a6d92fee39,ERP-LJD84U89,Sandra,White,sandrawhite@globallogisticsinc.com,+19743798708,Pending Callback,4588.76,Positive,2025-09-15 16:56:02.191403+00:00
c491f5a7-ead7-44d5-93a8-b17f71a0ff31,ERP-38QOLDFO,Sandra,Lee,sandra_lee37@globallogisticsinc.com,+19787631601,Pending Callback,531.49,Neutral,2025-12-26 11:28:17.191412+00:00
209f5d9d-98dc-42df-a612-afdee5d606cf,ERP-OS9XTOGN,Linda,Harris,linda_harris81@globallogisticsinc.com,+12524085375,Delayed,4645.6,Neutral,2025-05-23 22:30:58.191421+00:00
195eaef4-98c2-43d4-b59a-84b2c852f9b9,ERP-E9VIFTTD,George,Thomas,george.thomas@icloud.com,+13577105781,Delivered,2135.9,Neutral,2025-10-29 15:11:39.191434+00:00
70399c60-53ab-4cff-bdc4-7a7b744e1719,ERP-TN7S55J2,Jessica,Anderson,jessica_anderson44@globallogisticsinc.com,+12024895891,Pending Callback,4339.78,Neutral,2025-10-03 20:40:00.191446+00:00
bd1ecfdf-b0bd-4d05-a7a4-b4a122492823,ERP-L1N759IN,Paul,Lopez,paul_lopez6@icloud.com,+16849227246,Pending Callback,4943.23,Frustrated,2026-03-02 22:52:38.191456+00:00
984f573e-a8b3-4dd1-bb20-2e5dd5527520,ERP-E8LD4D6A,Dorothy,Johnson,dorothy.johnson@gmail.com,+16804716546,Pending Callback,3284.2,Neutral,2025-06-04 00:12:16.191466+00:00
fd3d02b0-07ba-4e40-9cfe-6959a047d5da,ERP-T8W5RTWI,Amanda,Ramirez,amandaramirez@icloud.com,+12926442612,In Transit,2274.02,Frustrated,2026-01-04 17:22:31.191475+00:00
cf8fa0e4-e2ea-438e-b4af-6ec9e88474bf,ERP-LCMPIOYG,Maria,Johnson,maria.johnson11@protonmail.com,+18994469153,Delayed,1237.72,Frustrated,2026-01-22 09:21:40.191485+00:00
43d83f14-8304-4614-9d11-07004a81c212,ERP-Y6QKTC89,Ashley,Rodriguez,ashley_rodriguez82@icloud.com,+14566675949,Delayed,4996.93,Neutral,2026-03-20 14:31:16.191494+00:00
b3727910-7dd0-4165-8ed5-208b714e4785,ERP-UU9K9XJU,Jessica,Gonzalez,jessicagonzalez@protonmail.com,+19637085689,Delayed,3074.62,Neutral,2026-02-04 23:19:53.191503+00:00
18ff457c-b578-4e81-a434-1d452cf5e4fa,ERP-WYZX4W6X,Kevin,Miller,kevin_miller@protonmail.com,+15739493153,In Transit,4557.18,Neutral,2025-07-14 17:34:30.191512+00:00
dbe88580-f60d-4d17-a689-0265cd447652,ERP-H25NSJF6,Donald,Garcia,donald_garcia38@globallogisticsinc.com,+13176792233,Delayed,3795.34,Positive,2025-05-31 23:30:36.191522+00:00
4cef680f-d15d-45f6-9191-6222e026a162,ERP-YO4UDOJE,Amanda,White,amanda_white87@protonmail.com,+15908537086,In Transit,3406.7,Neutral,2026-04-21 07:21:18.191531+00:00
77562100-f237-4a19-85c2-ca153ec55d23,ERP-7LVXWQZX,Michelle,Lewis,michelle.lewis@gmail.com,+15117042902,In Transit,1250.52,Frustrated,2026-03-09 08:07:15.191541+00:00
e5022f03-5c35-4455-8479-f048dbf11bf6,ERP-N8ZTV05X,Anthony,Anderson,anthony_anderson79@outlook.com,+12339067070,Delayed,2272.58,Positive,2025-06-02 19:13:40.191549+00:00
9abc9757-154a-4f22-91c4-fd8db8284e57,ERP-9N6XCJ88,Betty,Brown,betty_brown@icloud.com,+18548111349,In Transit,3955.29,Positive,2026-03-13 02:54:21.191559+00:00
6248e95e-d85c-4054-83cb-59fa0574bec3,ERP-C1HH5LF6,Kenneth,Miller,kenneth.miller@yahoo.com,+17534563858,In Transit,3339.18,Positive,2026-03-10 20:06:23.191568+00:00
71d8994b-9efa-4c81-98bd-c35f0c4f7cd6,ERP-2ILGB0S0,James,Lopez,james_lopez58@protonmail.com,+18073118405,Delayed,4732.54,Positive,2025-07-22 14:12:20.191577+00:00
2a99d823-78e0-4159-8b9a-a69df528d537,ERP-KXB94PDZ,Brian,Taylor,brian_taylor@outlook.com,+18223512076,Delayed,1447.58,Frustrated,2025-09-15 16:36:26.191586+00:00
ff6697e7-4a8f-4d88-9d2b-bc44f1ef5e27,ERP-L9TQVDZ4,Emily,Thompson,emilythompson@hotmail.com,+16624337779,Delivered,4154.35,Neutral,2025-11-20 11:17:49.191595+00:00
b4a802d5-7ab9-47f4-9caa-a2e1c2a82f1e,ERP-LLJ8YRDD,Timothy,Brown,timothy_brown13@globallogisticsinc.com,+13337691982,Delivered,3383.06,Neutral,2025-12-14 16:49:43.191604+00:00
3cae7943-a1ae-463f-a00f-273aa9ce9983,ERP-P6BKLDSF,Brian,Harris,brian_harris@outlook.com,+17695762882,Delivered,2913.09,Neutral,2025-06-06 19:11:04.191613+00:00
d5da4b0d-478d-4ec1-bb4e-926d39d5d82f,ERP-3WXA73JG,Emily,Harris,emilyharris98@outlook.com,+15592063972,Delayed,2874.97,Neutral,2026-04-04 00:01:06.191623+00:00
4808f41c-46be-491c-87c9-f5d783442258,ERP-WB0HPMNZ,Patricia,White,patriciawhite@gmail.com,+13593611815,In Transit,1433.3,Frustrated,2025-11-17 08:29:51.191633+00:00
f5b926a5-c450-41b5-8d9d-24d45ad200aa,ERP-PJ1EPKYR,Dorothy,Martin,dorothymartin@yahoo.com,+16048131897,In Transit,1101.67,Positive,2025-07-07 00:23:08.191641+00:00
009d98b6-884b-4339-b76a-e554446e3974,ERP-JLA0GNZS,William,Harris,williamharris@hotmail.com,+19592438147,In Transit,2352.8,Positive,2025-05-31 05:09:14.191651+00:00
f35d0afb-a8a3-4a7d-9a46-8f727aad9a15,ERP-POXKO8G8,Daniel,Jackson,daniel_jackson89@gmail.com,+16473084986,Pending Callback,2985.47,Frustrated,2026-03-31 11:33:27.191660+00:00
af11d54f-50a2-4de9-a54e-6d0ad9b71dc1,ERP-LMLGSES6,Margaret,Ramirez,margaret_ramirez@yahoo.com,+13053495193,Delayed,950.15,Positive,2025-07-09 18:52:53.191669+00:00
accacb76-3dbf-4737-8a28-cfdfc9a72293,ERP-C8WQUUY5,Ronald,Lee,ronaldlee82@globallogisticsinc.com,+18425233473,Pending Callback,434.6,Neutral,2025-08-28 19:39:56.191678+00:00
cab7db35-2d18-498b-ab8b-ffbdfc4260ce,ERP-JCSLQC3C,Lisa,Sanchez,lisa.sanchez79@hotmail.com,+17947671672,Pending Callback,4554.34,Frustrated,2025-08-20 21:02:10.191688+00:00
224977fb-1a61-4201-8036-de07a3a946b8,ERP-VS8Q349D,Joseph,Hernandez,josephhernandez@yahoo.com,+19246488199,Delayed,1883.1,Neutral,2025-12-01 13:37:03.191697+00:00
1b7ddd7f-2f72-4710-9347-8e90a3d91bdf,ERP-MV2XCDYK,Donald,Harris,donaldharris@outlook.com,+12837963317,Delivered,1620.14,Frustrated,2025-08-02 18:17:47.191707+00:00
aa83c2ed-a8c3-4da5-9d11-cf2e1b4302ee,ERP-EZDUXLEZ,Brian,Gonzalez,briangonzalez@icloud.com,+18866339331,Delivered,189.33,Neutral,2026-02-20 00:25:46.191716+00:00
1ba31da4-883c-473a-a1af-270debd3d4ce,ERP-8RIEC4D1,Susan,Hernandez,susanhernandez@icloud.com,+15449843147,Pending Callback,855.84,Positive,2025-06-12 03:54:14.191725+00:00
22dfe1dc-8614-462f-adcd-226d210b9487,ERP-W6ZBNZ8V,George,Harris,georgeharris@protonmail.com,+14445168684,Delayed,1902.42,Frustrated,2025-11-10 21:56:10.191735+00:00
4a8eeb56-0edf-4515-9b14-ea816507954e,ERP-KNS832EJ,Ashley,Harris,ashleyharris62@protonmail.com,+13059289452,In Transit,1496.81,Positive,2026-01-15 02:00:08.191745+00:00
db88f840-98ce-43c9-a49d-e87e8e8f79ad,ERP-S3D6357O,Mark,Lewis,mark_lewis65@yahoo.com,+15952837142,Delayed,238.12,Positive,2025-06-09 02:54:42.191753+00:00
c6b31a9a-5054-4beb-8209-c0a305adb58e,ERP-MFB7R31Q,Melissa,Lee,melissalee@gmail.com,+14624203449,Pending Callback,644.82,Neutral,2026-01-28 17:38:03.191763+00:00
6b38b171-ce75-4a51-aed0-209f01520781,ERP-BP2QD6VA,Lisa,Brown,lisabrown@icloud.com,+13474988032,In Transit,3112.57,Positive,2025-09-21 09:37:49.191771+00:00
9789da47-baf9-4f90-940c-db0cf4ed0f32,ERP-XD9CSS9T,Donald,Garcia,donald_garcia@icloud.com,+15965825155,In Transit,1849.76,Positive,2025-12-18 02:48:34.191780+00:00
c5a8205e-a4f2-44b0-9b31-939836420bb0,ERP-XDU1EMMX,Jessica,White,jessicawhite60@icloud.com,+13863382033,Pending Callback,281.22,Positive,2026-04-14 00:17:51.191789+00:00
15371456-9720-491f-a08b-3f057907ae52,ERP-B7S9TJ1G,Joseph,Lewis,joseph_lewis7@outlook.com,+13275768159,Pending Callback,3742.21,Neutral,2025-12-20 08:33:04.191799+00:00
ceb258a1-a713-4010-aeea-c48d3165d9e3,ERP-YN2JCPP9,Barbara,Thomas,barbara.thomas70@outlook.com,+13052816372,Delivered,1601.83,Frustrated,2025-07-26 07:29:54.191808+00:00
4338f5c7-3b42-4aec-8d04-262bf5765328,ERP-YMB5M9J9,Sandra,Garcia,sandra.garcia10@outlook.com,+17259673621,In Transit,799.62,Frustrated,2025-08-10 16:21:19.191818+00:00
8c015bd8-fd68-4cb7-9f94-9c0cb9814862,ERP-EIXN8BFQ,Mark,Johnson,mark_johnson48@globallogisticsinc.com,+12787873255,Delivered,2050.37,Frustrated,2026-01-12 19:01:29.191828+00:00
7d7c1981-a1f1-47d6-8ffe-e4aafd67f74e,ERP-AGS6E1ZH,Jessica,Brown,jessicabrown37@yahoo.com,+13253382213,Pending Callback,946.02,Frustrated,2025-11-09 03:51:52.191837+00:00
a3148502-f543-44f4-a616-6a56af9ef6a3,ERP-Y4LMCT64,Jennifer,Sanchez,jennifersanchez@globallogisticsinc.com,+15707204673,In Transit,4927.15,Positive,2026-01-29 02:03:37.191846+00:00
d0baa04a-7bb2-41ff-af27-a8c9dba8f8e5,ERP-MUQ9E5CO,Dorothy,Smith,dorothysmith93@protonmail.com,+16209877708,In Transit,714.1,Neutral,2025-08-24 13:34:19.191856+00:00
16e233e0-a1df-435f-8bf6-735a28a7913f,ERP-QSE3TV1E,Michael,Anderson,michaelanderson@protonmail.com,+13565113697,Delayed,1681.04,Frustrated,2026-02-02 11:03:58.191864+00:00
15cf8768-6d5f-4a9e-8a51-6c19d77df5a1,ERP-64JWTEKT,Matthew,Taylor,matthewtaylor@protonmail.com,+17943573804,Delivered,4228.4,Frustrated,2026-04-15 00:38:34.191874+00:00
3f13d9ef-018d-483f-828e-fb150f28ac34,ERP-BXUX1OXR,Maria,Williams,mariawilliams70@icloud.com,+15096945012,Pending Callback,1557.43,Positive,2025-08-06 14:15:28.191883+00:00
a07653c8-ffa2-4d78-8971-06e959a1af5e,ERP-PRHVLZ04,Sarah,Garcia,sarah_garcia17@protonmail.com,+17753086228,Delayed,2385.72,Neutral,2025-11-07 10:03:47.191892+00:00
db10bb27-5aab-4493-b1c4-07dda6ca5ef9,ERP-DKNWI5FL,Jessica,Jones,jessicajones93@yahoo.com,+19813639163,Pending Callback,2543.92,Neutral,2025-10-19 20:46:28.191901+00:00
9e3f84a4-b136-42b1-89c5-51d11c2078c7,ERP-8S8HMBR5,Maria,Williams,mariawilliams87@outlook.com,+17492082761,Pending Callback,756.28,Neutral,2025-07-22 11:44:06.191910+00:00
237da7c8-f875-4633-b39a-7dd02fc6d363,ERP-OBBUNKNQ,Betty,Harris,bettyharris@yahoo.com,+12996037114,Delivered,2833.38,Neutral,2025-07-11 19:48:58.191919+00:00
214ddde4-917b-4cbc-9172-94087a2f738a,ERP-VOBBZ2SF,Patricia,Miller,patriciamiller18@protonmail.com,+15263667438,Delivered,3009.25,Frustrated,2025-06-13 08:23:06.191928+00:00
7cb5718a-dce8-48e9-8b7f-2b22d6df6377,ERP-RURALDOL,Steven,Moore,stevenmoore@protonmail.com,+16854714728,In Transit,2959.26,Positive,2025-10-09 10:24:07.191938+00:00
3dedf12b-0ee1-4f15-aea5-8557fbb8bd9e,ERP-W4FYB8DA,Kevin,White,kevin_white@hotmail.com,+19074087723,Pending Callback,4376.81,Frustrated,2025-07-22 12:43:21.191947+00:00
ef081429-2d41-45b7-8764-f02c74e3d36c,ERP-EHLXSLG6,Sarah,Thompson,sarah_thompson70@icloud.com,+19909385331,Pending Callback,1042.09,Positive,2026-01-12 16:04:24.191956+00:00
7bc04281-ce06-4086-992f-9ad0b74628ed,ERP-I9KKHZLM,Emily,Martinez,emilymartinez36@gmail.com,+17878929899,Pending Callback,4489.23,Neutral,2025-06-17 04:46:15.191964+00:00
52e6c07a-ff4f-491f-8d43-507d87aafab3,ERP-2KKZMPJR,Matthew,Harris,matthew.harris69@protonmail.com,+19124783249,In Transit,3116.82,Frustrated,2026-01-28 02:19:52.191973+00:00
613d3bbb-f5f0-4d46-b33d-6602c8848b7e,ERP-YTWBOZD1,Jessica,Johnson,jessica.johnson@hotmail.com,+18686878822,Delayed,3803.96,Neutral,2025-12-27 07:06:06.191983+00:00
4a5a81eb-cab6-427d-a825-3e8cfe950462,ERP-C1XI04B7,Christopher,Lee,christopher_lee@globallogisticsinc.com,+16067074052,Delivered,4396.04,Positive,2026-01-05 03:23:04.191994+00:00
e357b067-ae3d-44ee-83dc-064f35bc4eee,ERP-D9K9TR74,Kenneth,Martin,kenneth_martin@globallogisticsinc.com,+13155383662,Pending Callback,3276.6,Frustrated,2026-02-17 17:06:01.192004+00:00
825ebfc2-7150-4f31-8bbc-94728a308478,ERP-MKYGVWOP,James,White,james_white12@icloud.com,+12973893303,Pending Callback,1685.65,Positive,2026-04-28 08:56:25.192012+00:00
7de4e7de-2833-49d6-a6ba-ed042c1b8e2a,ERP-I18K0AXY,Charles,Gonzalez,charles.gonzalez@hotmail.com,+15143637642,Delivered,3482.42,Frustrated,2025-05-10 05:38:51.192023+00:00
9b6afca1-9f86-4779-8842-ac990393b06f,ERP-WHEF0VOT,Christopher,Lopez,christopher_lopez@globallogisticsinc.com,+14538962341,Pending Callback,2688.05,Neutral,2026-03-31 16:37:53.192032+00:00
1de397f0-6873-42b9-b968-204f033b1be6,ERP-CTSUFLSE,Kenneth,Brown,kenneth.brown92@gmail.com,+17226561911,Pending Callback,746.53,Neutral,2025-11-04 14:55:52.192042+00:00
cc2c5c68-34f1-4e25-b157-0e402630717d,ERP-UYLAJAHC,Kenneth,Johnson,kenneth_johnson@protonmail.com,+12612708734,In Transit,1506.74,Positive,2025-07-06 09:15:45.192051+00:00
d1cabac8-480e-43e7-b0f8-12ae099d95c8,ERP-X08N6Q7N,William,Harris,william.harris@icloud.com,+15563213924,Pending Callback,2691.33,Frustrated,2026-02-03 12:58:42.192058+00:00
57e43837-c733-4f9b-b06e-896896500ee4,ERP-AKYTT3IM,James,Harris,james_harris@gmail.com,+18766291256,Delayed,1109.8,Positive,2025-09-12 08:38:27.192065+00:00
45df4e19-1d1e-4a76-8ab5-1a1588618255,ERP-VZB0OIH5,David,Anderson,david.anderson18@yahoo.com,+19497896224,Delivered,1260.83,Positive,2025-08-17 14:58:33.192073+00:00
67ec7ce8-239e-4be7-9079-58c2a2f3a103,ERP-OJUV0GYU,Kimberly,Davis,kimberly.davis45@globallogisticsinc.com,+17375267821,Pending Callback,831.17,Neutral,2026-02-18 14:43:31.192080+00:00
92e5612a-78c5-405e-9f6d-5218d252d654,ERP-R4KZ36U8,Ronald,Moore,ronaldmoore@hotmail.com,+14484614331,Delivered,3268.86,Neutral,2025-06-06 00:44:46.192087+00:00
23c04076-f910-4704-99ee-b3ecb5e7784d,ERP-T3BNVBC2,Betty,Williams,bettywilliams@hotmail.com,+14135405967,In Transit,1137.86,Positive,2025-07-17 01:33:06.192094+00:00
d2dadd42-f5ef-4bd0-8d63-25ae85e8d70e,ERP-9RIVH6T1,Linda,White,linda_white60@outlook.com,+14675689401,Pending Callback,2383.42,Frustrated,2025-10-30 16:38:01.192101+00:00
fb4cc297-ced4-4921-8056-648aaea3dabc,ERP-LHLB50AT,Ronald,Clark,ronaldclark75@outlook.com,+13564006404,Delayed,1961.21,Positive,2025-10-19 02:46:28.192107+00:00
21d7c80e-a49a-438a-82e8-e9afd0969317,ERP-7M1R00Q0,Emily,Lee,emily_lee@icloud.com,+17597004015,In Transit,2667.33,Positive,2025-06-17 08:19:37.192116+00:00
f500ad34-b25b-4144-89fb-088e5d2f3282,ERP-1O4IZASN,Brian,Johnson,brianjohnson82@icloud.com,+16992161108,Pending Callback,158.07,Frustrated,2025-07-24 13:16:39.192123+00:00
f4769f99-18ed-46c2-9568-022e44a312bc,ERP-9A3Y36DD,Karen,Moore,karen.moore@protonmail.com,+17394586807,Delivered,3995.19,Positive,2025-12-07 03:30:32.192130+00:00
8ff6e2e1-194b-4c83-9327-ad83dd836d99,ERP-U9IY4X41,Margaret,Anderson,margaret.anderson52@hotmail.com,+17656871919,In Transit,3543.94,Positive,2025-10-18 21:35:01.192137+00:00
b9b98cb6-fd9c-49f7-8f59-2c034a5e5c9c,ERP-2U4DTBH5,Sandra,Lee,sandralee61@gmail.com,+12769005593,In Transit,978.84,Neutral,2026-04-24 22:39:27.192144+00:00
a02d2a15-793f-4acd-a4d1-57db8017ec0e,ERP-F337KUU4,Susan,Jackson,susanjackson70@hotmail.com,+19739573292,In Transit,2553.88,Neutral,2026-04-10 04:06:52.192152+00:00
442ccdf5-a9a4-4b5e-8dba-d3432c31e4e2,ERP-ICVWV8LW,Robert,Wilson,robert_wilson@outlook.com,+17665848075,Delayed,3430.5,Frustrated,2025-12-04 10:04:01.192158+00:00
e8fabf2b-eb86-4bd5-8a17-2b3bdb394d22,ERP-W2ZCFZW0,Jennifer,Harris,jennifer_harris@gmail.com,+12055158286,Delivered,3830.6,Positive,2026-03-10 13:32:48.192165+00:00
e78c1fa0-e3b0-44e3-8eaa-5e2197712a8b,ERP-PUSDDTV2,Jennifer,Garcia,jennifer_garcia2@hotmail.com,+15979972387,Delayed,2902.61,Positive,2025-08-07 20:59:37.192172+00:00
36c83748-e594-424a-ab85-99278c27e6f0,ERP-EKRCPPRC,Anthony,Garcia,anthony_garcia32@protonmail.com,+18314008501,In Transit,763.9,Positive,2025-11-28 08:29:06.192179+00:00
98bec37a-9185-48e7-a78e-0aae22ed0a03,ERP-W2LM349E,Nancy,Clark,nancy_clark@hotmail.com,+15213817524,Delivered,1528.1,Frustrated,2025-08-28 05:31:23.192186+00:00
4adc4c0d-eeed-41e6-baf5-2ddc1df7d129,ERP-2LK2N7H9,Dorothy,Jackson,dorothy.jackson@icloud.com,+16729254434,Pending Callback,4008.66,Frustrated,2026-04-04 03:59:46.192194+00:00
7a75a0a3-5036-4b64-9f25-2f03b8dc3d4c,ERP-RWIXZ2C9,Donald,Perez,donald_perez75@protonmail.com,+17189087853,In Transit,3974.53,Neutral,2025-08-01 12:53:46.192201+00:00
